Crop_Recommended,Soil_Health_Score,Soil_Health_Class,Nutrient_Deficiencies,Soil_Fertility_Status,Crop_Recommended_enc,Soil_Health_Class_enc,Nutrient_Deficiencies_enc,Soil_Fertility_Status_enc
Tomato,73.88,Good,Phosphorus,Moderately Fertile,8,1,5,2
Tomato,80.49,Excellent,None,Fertile,8,0,4,0
Maize,76.34,Good,Nitrogen,Moderately Fertile,3,1,0,2
Cotton,72.87,Good,Potassium,Moderately Fertile,0,1,7,2
Potato,76.17,Good,None,Fertile,4,1,4,0
Sugarcane,67.57,Good,None,Fertile,7,1,4,0
Soybean,59.45,Moderate,"Nitrogen, Potassium",Infertile,6,2,3,1
Cotton,70.95,Good,Potassium,Moderately Fertile,0,1,7,2
Wheat,77.58,Good,Potassium,Moderately Fertile,9,1,7,2
Maize,77.71,Good,Phosphorus,Moderately Fertile,3,1,5,2
Maize,70.21,Good,Nitrogen,Moderately Fertile,3,1,0,2
Maize,55.94,Moderate,"Phosphorus, Potassium",Infertile,3,2,6,1
Sugarcane,67.39,Good,Nitrogen,Moderately Fertile,7,1,0,2
Wheat,66.99,Good,Potassium,Moderately Fertile,9,1,7,2
Potato,65.36,Good,Potassium,Moderately Fertile,4,1,7,2
Rice,83.06,Excellent,Potassium,Moderately Fertile,5,0,7,2
Tomato,65.86,Good,"Phosphorus, Potassium",Infertile,8,1,6,1
Wheat,77.91,Good,None,Fertile,9,1,4,0
Soybean,84.03,Excellent,None,Fertile,6,0,4,0
Tomato,71.06,Good,Phosphorus,Moderately Fertile,8,1,5,2
Jute,71.05,Good,Potassium,Moderately Fertile,2,1,7,2
Wheat,60.27,Good,"Nitrogen, Phosphorus",Infertile,9,1,1,1
Groundnut,81.72,Excellent,None,Fertile,1,0,4,0
Maize,64.95,Good,"Phosphorus, Potassium",Infertile,3,1,6,1
Groundnut,66.69,Good,Nitrogen,Moderately Fertile,1,1,0,2
Sugarcane,72.55,Good,Phosphorus,Moderately Fertile,7,1,5,2
Jute,83.87,Excellent,Phosphorus,Moderately Fertile,2,0,5,2
Wheat,70.58,Good,"Phosphorus, Potassium",Infertile,9,1,6,1
Potato,74.14,Good,Phosphorus,Moderately Fertile,4,1,5,2
Maize,81.2,Excellent,Phosphorus,Moderately Fertile,3,0,5,2
Soybean,84.33,Excellent,None,Fertile,6,0,4,0
Rice,76.68,Good,Potassium,Moderately Fertile,5,1,7,2
Rice,86.37,Excellent,None,Fertile,5,0,4,0
Sugarcane,90.47,Excellent,None,Fertile,7,0,4,0
Potato,60.44,Good,Nitrogen,Moderately Fertile,4,1,0,2
Jute,71.01,Good,"Phosphorus, Potassium",Infertile,2,1,6,1
Sugarcane,82.49,Excellent,Potassium,Moderately Fertile,7,0,7,2
Sugarcane,76.12,Good,Phosphorus,Moderately Fertile,7,1,5,2
Wheat,84.76,Excellent,Phosphorus,Moderately Fertile,9,0,5,2
Rice,64.16,Good,"Nitrogen, Phosphorus",Infertile,5,1,1,1
Wheat,54.6,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,9,2,2,1
Groundnut,85.25,Excellent,Phosphorus,Moderately Fertile,1,0,5,2
Potato,52.15,Moderate,"Nitrogen, Phosphorus",Infertile,4,2,1,1
Groundnut,79.52,Good,None,Fertile,1,1,4,0
Tomato,70.92,Good,Potassium,Moderately Fertile,8,1,7,2
Sugarcane,69.47,Good,Nitrogen,Moderately Fertile,7,1,0,2
Tomato,85.66,Excellent,None,Fertile,8,0,4,0
Rice,80.71,Excellent,Phosphorus,Moderately Fertile,5,0,5,2
Soybean,86.43,Excellent,None,Fertile,6,0,4,0
Rice,94.95,Excellent,None,Fertile,5,0,4,0
Tomato,65.69,Good,"Phosphorus, Potassium",Infertile,8,1,6,1
Potato,69.98,Good,Nitrogen,Moderately Fertile,4,1,0,2
Soybean,85.43,Excellent,None,Fertile,6,0,4,0
Maize,81.23,Excellent,Potassium,Moderately Fertile,3,0,7,2
Sugarcane,74.23,Good,Potassium,Moderately Fertile,7,1,7,2
Rice,83.27,Excellent,None,Fertile,5,0,4,0
Potato,71.71,Good,Potassium,Moderately Fertile,4,1,7,2
Groundnut,76.58,Good,None,Fertile,1,1,4,0
Tomato,59.43,Moderate,"Nitrogen, Potassium",Infertile,8,2,3,1
Potato,57.56,Moderate,"Nitrogen, Phosphorus",Infertile,4,2,1,1
Rice,87.51,Excellent,None,Fertile,5,0,4,0
Maize,81.12,Excellent,None,Fertile,3,0,4,0
Soybean,84.85,Excellent,Potassium,Moderately Fertile,6,0,7,2
Rice,78.78,Good,None,Fertile,5,1,4,0
Maize,68.06,Good,"Phosphorus, Potassium",Infertile,3,1,6,1
Maize,90.3,Excellent,None,Fertile,3,0,4,0
Soybean,86.18,Excellent,None,Fertile,6,0,4,0
Soybean,85.43,Excellent,Potassium,Moderately Fertile,6,0,7,2
Soybean,75.62,Good,Potassium,Moderately Fertile,6,1,7,2
Jute,76.84,Good,Potassium,Moderately Fertile,2,1,7,2
Rice,74.76,Good,"Phosphorus, Potassium",Infertile,5,1,6,1
Maize,76.06,Good,Potassium,Moderately Fertile,3,1,7,2
Maize,79.87,Good,Phosphorus,Moderately Fertile,3,1,5,2
Groundnut,68.17,Good,Nitrogen,Moderately Fertile,1,1,0,2
Jute,81.45,Excellent,None,Fertile,2,0,4,0
Rice,69.8,Good,Potassium,Moderately Fertile,5,1,7,2
Rice,82.78,Excellent,None,Fertile,5,0,4,0
Jute,76.9,Good,Potassium,Moderately Fertile,2,1,7,2
Groundnut,82.77,Excellent,None,Fertile,1,0,4,0
Jute,63.94,Good,Potassium,Moderately Fertile,2,1,7,2
Maize,79.72,Good,None,Fertile,3,1,4,0
Tomato,74.07,Good,None,Fertile,8,1,4,0
Jute,67.59,Good,"Phosphorus, Potassium",Infertile,2,1,6,1
Soybean,82.37,Excellent,Potassium,Moderately Fertile,6,0,7,2
Sugarcane,80.91,Excellent,"Phosphorus, Potassium",Infertile,7,0,6,1
Jute,78.36,Good,None,Fertile,2,1,4,0
Soybean,76.87,Good,"Phosphorus, Potassium",Infertile,6,1,6,1
Sugarcane,82.15,Excellent,None,Fertile,7,0,4,0
Groundnut,78.21,Good,Phosphorus,Moderately Fertile,1,1,5,2
Tomato,73.1,Good,Potassium,Moderately Fertile,8,1,7,2
Tomato,70.09,Good,Phosphorus,Moderately Fertile,8,1,5,2
Tomato,81.94,Excellent,Phosphorus,Moderately Fertile,8,0,5,2
Wheat,78.18,Good,Potassium,Moderately Fertile,9,1,7,2
Cotton,79.03,Good,None,Fertile,0,1,4,0
Jute,77.22,Good,Phosphorus,Moderately Fertile,2,1,5,2
Cotton,74.81,Good,"Nitrogen, Phosphorus",Infertile,0,1,1,1
Sugarcane,90.36,Excellent,None,Fertile,7,0,4,0
Cotton,81.4,Excellent,None,Fertile,0,0,4,0
Tomato,90.28,Excellent,None,Fertile,8,0,4,0
Maize,79.85,Good,Phosphorus,Moderately Fertile,3,1,5,2
Tomato,73.49,Good,Potassium,Moderately Fertile,8,1,7,2
Potato,60.0,Good,Nitrogen,Moderately Fertile,4,1,0,2
Sugarcane,87.84,Excellent,None,Fertile,7,0,4,0
Sugarcane,90.79,Excellent,None,Fertile,7,0,4,0
Potato,61.17,Good,Nitrogen,Moderately Fertile,4,1,0,2
Rice,63.72,Good,"Phosphorus, Potassium",Infertile,5,1,6,1
Rice,80.81,Excellent,None,Fertile,5,0,4,0
Soybean,69.98,Good,"Phosphorus, Potassium",Infertile,6,1,6,1
Soybean,73.89,Good,Potassium,Moderately Fertile,6,1,7,2
Soybean,83.17,Excellent,Phosphorus,Moderately Fertile,6,0,5,2
Potato,81.31,Excellent,None,Fertile,4,0,4,0
Sugarcane,85.13,Excellent,Potassium,Moderately Fertile,7,0,7,2
Sugarcane,73.33,Good,None,Fertile,7,1,4,0
Wheat,78.91,Good,None,Fertile,9,1,4,0
Groundnut,85.59,Excellent,None,Fertile,1,0,4,0
Soybean,75.24,Good,"Phosphorus, Potassium",Infertile,6,1,6,1
Potato,54.2,Moderate,"Nitrogen, Potassium",Infertile,4,2,3,1
Jute,78.53,Good,Potassium,Moderately Fertile,2,1,7,2
Rice,69.15,Good,"Phosphorus, Potassium",Infertile,5,1,6,1
Groundnut,57.25,Moderate,"Nitrogen, Potassium",Infertile,1,2,3,1
Rice,82.05,Excellent,None,Fertile,5,0,4,0
Rice,73.13,Good,Potassium,Moderately Fertile,5,1,7,2
Tomato,71.08,Good,Potassium,Moderately Fertile,8,1,7,2
Groundnut,79.3,Good,None,Fertile,1,1,4,0
Sugarcane,88.25,Excellent,None,Fertile,7,0,4,0
Tomato,86.25,Excellent,None,Fertile,8,0,4,0
Jute,84.27,Excellent,None,Fertile,2,0,4,0
Jute,73.96,Good,Phosphorus,Moderately Fertile,2,1,5,2
Rice,79.02,Good,None,Fertile,5,1,4,0
Rice,88.83,Excellent,None,Fertile,5,0,4,0
Rice,77.36,Good,Phosphorus,Moderately Fertile,5,1,5,2
Wheat,75.72,Good,Potassium,Moderately Fertile,9,1,7,2
Cotton,89.23,Excellent,None,Fertile,0,0,4,0
Tomato,65.04,Good,Nitrogen,Moderately Fertile,8,1,0,2
Soybean,70.54,Good,Nitrogen,Moderately Fertile,6,1,0,2
Maize,86.23,Excellent,None,Fertile,3,0,4,0
Maize,81.27,Excellent,None,Fertile,3,0,4,0
Groundnut,66.44,Good,"Phosphorus, Potassium",Infertile,1,1,6,1
Tomato,77.22,Good,Nitrogen,Moderately Fertile,8,1,0,2
Sugarcane,91.79,Excellent,None,Fertile,7,0,4,0
Cotton,77.33,Good,Potassium,Moderately Fertile,0,1,7,2
Soybean,74.13,Good,Potassium,Moderately Fertile,6,1,7,2
Cotton,90.42,Excellent,None,Fertile,0,0,4,0
Rice,92.82,Excellent,None,Fertile,5,0,4,0
Maize,90.48,Excellent,None,Fertile,3,0,4,0
Cotton,85.42,Excellent,Potassium,Moderately Fertile,0,0,7,2
Maize,64.98,Good,"Nitrogen, Potassium",Infertile,3,1,3,1
Maize,70.27,Good,Nitrogen,Moderately Fertile,3,1,0,2
Cotton,94.58,Excellent,None,Fertile,0,0,4,0
Potato,67.0,Good,Nitrogen,Moderately Fertile,4,1,0,2
Maize,82.52,Excellent,Phosphorus,Moderately Fertile,3,0,5,2
Rice,77.74,Good,Phosphorus,Moderately Fertile,5,1,5,2
Groundnut,78.24,Good,Potassium,Moderately Fertile,1,1,7,2
Rice,87.41,Excellent,None,Fertile,5,0,4,0
Sugarcane,80.55,Excellent,Phosphorus,Moderately Fertile,7,0,5,2
Jute,80.68,Excellent,Phosphorus,Moderately Fertile,2,0,5,2
Wheat,76.64,Good,Potassium,Moderately Fertile,9,1,7,2
Groundnut,89.37,Excellent,None,Fertile,1,0,4,0
Cotton,65.81,Good,"Nitrogen, Phosphorus, Potassium",Infertile,0,1,2,1
Wheat,77.5,Good,Potassium,Moderately Fertile,9,1,7,2
Soybean,75.01,Good,Potassium,Moderately Fertile,6,1,7,2
Rice,78.16,Good,Potassium,Moderately Fertile,5,1,7,2
Soybean,48.99625000000002,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,6,2,2,1
Groundnut,69.04,Good,Potassium,Moderately Fertile,1,1,7,2
Cotton,73.54,Good,Potassium,Moderately Fertile,0,1,7,2
Rice,79.55,Good,None,Fertile,5,1,4,0
Rice,83.15,Excellent,None,Fertile,5,0,4,0
Cotton,85.72,Excellent,None,Fertile,0,0,4,0
Potato,57.5,Moderate,"Nitrogen, Potassium",Infertile,4,2,3,1
Jute,83.93,Excellent,None,Fertile,2,0,4,0
Cotton,70.18,Good,"Nitrogen, Phosphorus",Infertile,0,1,1,1
Rice,78.75,Good,None,Fertile,5,1,4,0
Potato,73.82,Good,Nitrogen,Moderately Fertile,4,1,0,2
Rice,70.82,Good,Potassium,Moderately Fertile,5,1,7,2
Potato,72.04,Good,Phosphorus,Moderately Fertile,4,1,5,2
Maize,66.23,Good,Phosphorus,Moderately Fertile,3,1,5,2
Sugarcane,84.32,Excellent,None,Fertile,7,0,4,0
Groundnut,66.88,Good,"Phosphorus, Potassium",Infertile,1,1,6,1
Maize,83.0,Excellent,None,Fertile,3,0,4,0
Wheat,87.94,Excellent,None,Fertile,9,0,4,0
Rice,65.96,Good,"Phosphorus, Potassium",Infertile,5,1,6,1
Cotton,75.49,Good,Phosphorus,Moderately Fertile,0,1,5,2
Cotton,83.36,Excellent,Phosphorus,Moderately Fertile,0,0,5,2
Wheat,81.52,Excellent,"Nitrogen, Potassium",Infertile,9,0,3,1
Jute,71.28,Good,Nitrogen,Moderately Fertile,2,1,0,2
Cotton,63.69,Good,"Nitrogen, Phosphorus",Infertile,0,1,1,1
Rice,72.35,Good,Potassium,Moderately Fertile,5,1,7,2
Groundnut,63.94,Good,"Phosphorus, Potassium",Infertile,1,1,6,1
Rice,67.6,Good,Potassium,Moderately Fertile,5,1,7,2
Groundnut,82.67,Excellent,None,Fertile,1,0,4,0
Potato,73.12,Good,Nitrogen,Moderately Fertile,4,1,0,2
Potato,55.77,Moderate,"Nitrogen, Potassium",Infertile,4,2,3,1
Soybean,71.38,Good,Nitrogen,Moderately Fertile,6,1,0,2
Soybean,93.02,Excellent,None,Fertile,6,0,4,0
Wheat,72.09,Good,Potassium,Moderately Fertile,9,1,7,2
Wheat,75.91,Good,Phosphorus,Moderately Fertile,9,1,5,2
Sugarcane,75.7,Good,"Phosphorus, Potassium",Infertile,7,1,6,1
Potato,48.99625000000002,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,4,2,2,1
Cotton,83.33,Excellent,Phosphorus,Moderately Fertile,0,0,5,2
Groundnut,68.66,Good,Nitrogen,Moderately Fertile,1,1,0,2
Potato,54.29,Moderate,"Nitrogen, Phosphorus",Infertile,4,2,1,1
Tomato,81.9,Excellent,None,Fertile,8,0,4,0
Maize,84.17,Excellent,None,Fertile,3,0,4,0
Cotton,67.42,Good,"Phosphorus, Potassium",Infertile,0,1,6,1
Wheat,75.07,Good,"Phosphorus, Potassium",Infertile,9,1,6,1
Potato,69.06,Good,Nitrogen,Moderately Fertile,4,1,0,2
Sugarcane,59.19,Moderate,"Phosphorus, Potassium",Infertile,7,2,6,1
Jute,53.3,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,2,2,2,1
Sugarcane,76.1,Good,Phosphorus,Moderately Fertile,7,1,5,2
Groundnut,72.35,Good,None,Fertile,1,1,4,0
Sugarcane,70.72,Good,"Phosphorus, Potassium",Infertile,7,1,6,1
Tomato,69.04,Good,Nitrogen,Moderately Fertile,8,1,0,2
Cotton,74.02,Good,Nitrogen,Moderately Fertile,0,1,0,2
Sugarcane,84.17,Excellent,None,Fertile,7,0,4,0
Wheat,87.49,Excellent,None,Fertile,9,0,4,0
Tomato,67.46,Good,Nitrogen,Moderately Fertile,8,1,0,2
Jute,87.65,Excellent,Potassium,Moderately Fertile,2,0,7,2
Jute,76.26,Good,Phosphorus,Moderately Fertile,2,1,5,2
Jute,84.13,Excellent,None,Fertile,2,0,4,0
Potato,69.92,Good,Nitrogen,Moderately Fertile,4,1,0,2
Maize,75.96,Good,Potassium,Moderately Fertile,3,1,7,2
Soybean,53.55,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,6,2,2,1
Rice,64.8,Good,"Phosphorus, Potassium",Infertile,5,1,6,1
Wheat,90.41,Excellent,None,Fertile,9,0,4,0
Jute,92.55,Excellent,None,Fertile,2,0,4,0
Wheat,70.29,Good,Potassium,Moderately Fertile,9,1,7,2
Wheat,89.8,Excellent,None,Fertile,9,0,4,0
Groundnut,74.09,Good,Phosphorus,Moderately Fertile,1,1,5,2
Tomato,74.0,Good,None,Fertile,8,1,4,0
Cotton,68.14,Good,"Phosphorus, Potassium",Infertile,0,1,6,1
Cotton,83.4,Excellent,None,Fertile,0,0,4,0
Tomato,71.19,Good,Potassium,Moderately Fertile,8,1,7,2
Potato,72.09,Good,Nitrogen,Moderately Fertile,4,1,0,2
Sugarcane,61.42,Good,"Phosphorus, Potassium",Infertile,7,1,6,1
Soybean,72.14,Good,Potassium,Moderately Fertile,6,1,7,2
Potato,63.56,Good,"Nitrogen, Phosphorus",Infertile,4,1,1,1
Rice,79.6,Good,None,Fertile,5,1,4,0
Soybean,91.07,Excellent,None,Fertile,6,0,4,0
Potato,78.93,Good,Potassium,Moderately Fertile,4,1,7,2
Tomato,71.13,Good,Potassium,Moderately Fertile,8,1,7,2
Maize,74.13,Good,Potassium,Moderately Fertile,3,1,7,2
Jute,74.22,Good,Potassium,Moderately Fertile,2,1,7,2
Tomato,67.01,Good,"Phosphorus, Potassium",Infertile,8,1,6,1
Cotton,87.68,Excellent,None,Fertile,0,0,4,0
Rice,76.23,Good,Potassium,Moderately Fertile,5,1,7,2
Rice,71.71,Good,"Phosphorus, Potassium",Infertile,5,1,6,1
Groundnut,54.36,Moderate,"Nitrogen, Potassium",Infertile,1,2,3,1
Cotton,76.2,Good,Nitrogen,Moderately Fertile,0,1,0,2
Tomato,74.07,Good,Potassium,Moderately Fertile,8,1,7,2
Soybean,83.67,Excellent,Potassium,Moderately Fertile,6,0,7,2
Rice,70.25,Good,Potassium,Moderately Fertile,5,1,7,2
Jute,76.61,Good,Potassium,Moderately Fertile,2,1,7,2
Soybean,84.09,Excellent,Phosphorus,Moderately Fertile,6,0,5,2
Soybean,84.5,Excellent,None,Fertile,6,0,4,0
Jute,85.32,Excellent,Potassium,Moderately Fertile,2,0,7,2
Maize,80.71,Excellent,None,Fertile,3,0,4,0
Jute,78.26,Good,None,Fertile,2,1,4,0
Jute,76.14,Good,Phosphorus,Moderately Fertile,2,1,5,2
Wheat,76.16,Good,Potassium,Moderately Fertile,9,1,7,2
Jute,79.09,Good,None,Fertile,2,1,4,0
Maize,78.36,Good,Phosphorus,Moderately Fertile,3,1,5,2
Jute,63.42,Good,"Nitrogen, Potassium",Infertile,2,1,3,1
Potato,81.29,Excellent,None,Fertile,4,0,4,0
Tomato,70.89,Good,"Nitrogen, Potassium",Infertile,8,1,3,1
Potato,72.58,Good,Nitrogen,Moderately Fertile,4,1,0,2
Rice,90.3,Excellent,None,Fertile,5,0,4,0
Maize,82.31,Excellent,Potassium,Moderately Fertile,3,0,7,2
Jute,80.34,Excellent,None,Fertile,2,0,4,0
Cotton,84.0,Excellent,None,Fertile,0,0,4,0
Tomato,67.15,Good,Nitrogen,Moderately Fertile,8,1,0,2
Sugarcane,69.73,Good,Phosphorus,Moderately Fertile,7,1,5,2
Wheat,61.41,Good,"Phosphorus, Potassium",Infertile,9,1,6,1
Wheat,84.78,Excellent,None,Fertile,9,0,4,0
Sugarcane,92.2,Excellent,None,Fertile,7,0,4,0
Rice,55.94,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,5,2,2,1
Groundnut,92.65,Excellent,None,Fertile,1,0,4,0
Soybean,57.7,Moderate,"Nitrogen, Potassium",Infertile,6,2,3,1
Tomato,76.48,Good,None,Fertile,8,1,4,0
Maize,74.1,Good,Potassium,Moderately Fertile,3,1,7,2
Groundnut,57.7,Moderate,"Phosphorus, Potassium",Infertile,1,2,6,1
Sugarcane,73.38,Good,"Phosphorus, Potassium",Infertile,7,1,6,1
Rice,76.76,Good,Phosphorus,Moderately Fertile,5,1,5,2
Maize,75.75,Good,None,Fertile,3,1,4,0
Jute,81.82,Excellent,None,Fertile,2,0,4,0
Maize,65.1,Good,"Phosphorus, Potassium",Infertile,3,1,6,1
Sugarcane,87.53,Excellent,None,Fertile,7,0,4,0
Soybean,70.27,Good,"Phosphorus, Potassium",Infertile,6,1,6,1
Potato,65.4,Good,Nitrogen,Moderately Fertile,4,1,0,2
Tomato,69.72,Good,"Phosphorus, Potassium",Infertile,8,1,6,1
Rice,77.21,Good,Potassium,Moderately Fertile,5,1,7,2
Groundnut,51.03,Moderate,"Nitrogen, Phosphorus",Infertile,1,2,1,1
Jute,77.61,Good,Potassium,Moderately Fertile,2,1,7,2
Jute,64.27,Good,"Phosphorus, Potassium",Infertile,2,1,6,1
Wheat,78.0,Good,"Phosphorus, Potassium",Infertile,9,1,6,1
Wheat,80.31,Excellent,Phosphorus,Moderately Fertile,9,0,5,2
Wheat,74.34,Good,Potassium,Moderately Fertile,9,1,7,2
Rice,72.78,Good,Phosphorus,Moderately Fertile,5,1,5,2
Sugarcane,84.15,Excellent,None,Fertile,7,0,4,0
Tomato,91.38,Excellent,None,Fertile,8,0,4,0
Maize,59.18,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,3,2,2,1
Potato,66.1,Good,Potassium,Moderately Fertile,4,1,7,2
Cotton,63.33,Good,"Nitrogen, Potassium",Infertile,0,1,3,1
Cotton,90.72,Excellent,None,Fertile,0,0,4,0
Cotton,82.07,Excellent,None,Fertile,0,0,4,0
Jute,81.38,Excellent,None,Fertile,2,0,4,0
Sugarcane,79.28,Good,Potassium,Moderately Fertile,7,1,7,2
Tomato,91.17,Excellent,None,Fertile,8,0,4,0
Tomato,81.81,Excellent,Potassium,Moderately Fertile,8,0,7,2
Soybean,90.7,Excellent,None,Fertile,6,0,4,0
Soybean,50.88,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,6,2,2,1
Tomato,62.71,Good,"Nitrogen, Phosphorus, Potassium",Infertile,8,1,2,1
Maize,72.35,Good,"Phosphorus, Potassium",Infertile,3,1,6,1
Soybean,83.1,Excellent,None,Fertile,6,0,4,0
Sugarcane,83.48,Excellent,None,Fertile,7,0,4,0
Wheat,89.0,Excellent,None,Fertile,9,0,4,0
Soybean,78.11,Good,None,Fertile,6,1,4,0
Soybean,84.46,Excellent,Phosphorus,Moderately Fertile,6,0,5,2
Wheat,96.65,Excellent,None,Fertile,9,0,4,0
Sugarcane,71.32,Good,"Phosphorus, Potassium",Infertile,7,1,6,1
Rice,78.53,Good,Nitrogen,Moderately Fertile,5,1,0,2
Potato,78.71,Good,None,Fertile,4,1,4,0
Rice,81.25,Excellent,None,Fertile,5,0,4,0
Groundnut,74.04,Good,"Phosphorus, Potassium",Infertile,1,1,6,1
Rice,82.52,Excellent,None,Fertile,5,0,4,0
Maize,85.86,Excellent,None,Fertile,3,0,4,0
Tomato,54.53,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,8,2,2,1
Soybean,77.95,Good,"Nitrogen, Phosphorus",Infertile,6,1,1,1
Cotton,84.82,Excellent,Phosphorus,Moderately Fertile,0,0,5,2
Wheat,74.55,Good,Potassium,Moderately Fertile,9,1,7,2
Wheat,82.33,Excellent,None,Fertile,9,0,4,0
Potato,71.35,Good,None,Fertile,4,1,4,0
Sugarcane,68.63,Good,"Phosphorus, Potassium",Infertile,7,1,6,1
Groundnut,71.27,Good,Nitrogen,Moderately Fertile,1,1,0,2
Groundnut,64.68,Good,Nitrogen,Moderately Fertile,1,1,0,2
Maize,71.84,Good,Potassium,Moderately Fertile,3,1,7,2
Rice,85.44,Excellent,"Phosphorus, Potassium",Infertile,5,0,6,1
Cotton,71.86,Good,"Nitrogen, Phosphorus",Infertile,0,1,1,1
Jute,68.12,Good,"Phosphorus, Potassium",Infertile,2,1,6,1
Maize,90.68,Excellent,None,Fertile,3,0,4,0
Jute,82.85,Excellent,None,Fertile,2,0,4,0
Rice,83.58,Excellent,None,Fertile,5,0,4,0
Maize,78.07,Good,Phosphorus,Moderately Fertile,3,1,5,2
Maize,79.61,Good,Phosphorus,Moderately Fertile,3,1,5,2
Soybean,78.52,Good,None,Fertile,6,1,4,0
Wheat,69.82,Good,Phosphorus,Moderately Fertile,9,1,5,2
Soybean,85.5,Excellent,None,Fertile,6,0,4,0
Wheat,71.58,Good,"Nitrogen, Phosphorus",Infertile,9,1,1,1
Jute,78.38,Good,Phosphorus,Moderately Fertile,2,1,5,2
Tomato,89.97,Excellent,None,Fertile,8,0,4,0
Soybean,80.22,Excellent,Phosphorus,Moderately Fertile,6,0,5,2
Sugarcane,66.04,Good,"Phosphorus, Potassium",Infertile,7,1,6,1
Wheat,65.82,Good,"Nitrogen, Phosphorus",Infertile,9,1,1,1
Jute,56.27,Moderate,"Nitrogen, Phosphorus",Infertile,2,2,1,1
Tomato,62.91,Good,Nitrogen,Moderately Fertile,8,1,0,2
Jute,79.04,Good,Nitrogen,Moderately Fertile,2,1,0,2
Cotton,84.89,Excellent,Potassium,Moderately Fertile,0,0,7,2
Sugarcane,74.02,Good,Phosphorus,Moderately Fertile,7,1,5,2
Potato,78.04,Good,None,Fertile,4,1,4,0
Cotton,80.74,Excellent,Phosphorus,Moderately Fertile,0,0,5,2
Sugarcane,81.19,Excellent,Potassium,Moderately Fertile,7,0,7,2
Jute,72.09,Good,Potassium,Moderately Fertile,2,1,7,2
Sugarcane,61.34,Good,"Nitrogen, Potassium",Infertile,7,1,3,1
Groundnut,88.85,Excellent,None,Fertile,1,0,4,0
Maize,83.9,Excellent,None,Fertile,3,0,4,0
Sugarcane,66.86,Good,"Phosphorus, Potassium",Infertile,7,1,6,1
Tomato,80.48,Excellent,Phosphorus,Moderately Fertile,8,0,5,2
Soybean,82.03,Excellent,Potassium,Moderately Fertile,6,0,7,2
Sugarcane,75.17,Good,Potassium,Moderately Fertile,7,1,7,2
Tomato,79.94,Good,Nitrogen,Moderately Fertile,8,1,0,2
Potato,71.15,Good,Nitrogen,Moderately Fertile,4,1,0,2
Cotton,91.44,Excellent,None,Fertile,0,0,4,0
Rice,73.59,Good,Phosphorus,Moderately Fertile,5,1,5,2
Tomato,76.9,Good,Potassium,Moderately Fertile,8,1,7,2
Maize,80.03,Excellent,None,Fertile,3,0,4,0
Rice,80.2,Excellent,Potassium,Moderately Fertile,5,0,7,2
Groundnut,71.78,Good,None,Fertile,1,1,4,0
Maize,70.32,Good,Nitrogen,Moderately Fertile,3,1,0,2
Tomato,72.77,Good,Nitrogen,Moderately Fertile,8,1,0,2
Maize,78.01,Good,Potassium,Moderately Fertile,3,1,7,2
Tomato,87.4,Excellent,None,Fertile,8,0,4,0
Groundnut,65.96,Good,"Phosphorus, Potassium",Infertile,1,1,6,1
Groundnut,77.52,Good,None,Fertile,1,1,4,0
Soybean,65.52,Good,"Nitrogen, Potassium",Infertile,6,1,3,1
Maize,69.38,Good,Nitrogen,Moderately Fertile,3,1,0,2
Soybean,75.24,Good,Phosphorus,Moderately Fertile,6,1,5,2
Tomato,78.22,Good,None,Fertile,8,1,4,0
Jute,87.03,Excellent,None,Fertile,2,0,4,0
Jute,74.58,Good,Potassium,Moderately Fertile,2,1,7,2
Tomato,76.33,Good,Potassium,Moderately Fertile,8,1,7,2
Soybean,83.58,Excellent,Potassium,Moderately Fertile,6,0,7,2
Soybean,56.17,Moderate,"Phosphorus, Potassium",Infertile,6,2,6,1
Groundnut,80.54,Excellent,Nitrogen,Moderately Fertile,1,0,0,2
Maize,75.56,Good,Phosphorus,Moderately Fertile,3,1,5,2
Sugarcane,80.2,Excellent,None,Fertile,7,0,4,0
Tomato,92.12,Excellent,None,Fertile,8,0,4,0
Soybean,63.68,Good,"Nitrogen, Potassium",Infertile,6,1,3,1
Wheat,91.15,Excellent,None,Fertile,9,0,4,0
Sugarcane,90.94,Excellent,None,Fertile,7,0,4,0
Groundnut,51.46,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,1,2,2,1
Tomato,50.12,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,8,2,2,1
Groundnut,76.98,Good,Potassium,Moderately Fertile,1,1,7,2
Tomato,76.39,Good,Potassium,Moderately Fertile,8,1,7,2
Cotton,71.14,Good,Potassium,Moderately Fertile,0,1,7,2
Potato,63.98,Good,Nitrogen,Moderately Fertile,4,1,0,2
Maize,77.91,Good,"Phosphorus, Potassium",Infertile,3,1,6,1
Sugarcane,85.29,Excellent,None,Fertile,7,0,4,0
Groundnut,77.23,Good,Potassium,Moderately Fertile,1,1,7,2
