Soil_Type,Nitrogen,Phosphorus,Potassium,pH,Organic_Carbon,Electrical_Conductivity,Temperature,Humidity,Soil_Type_enc
Loamy,105.73,48.42,21.41,6.7,0.71,0.92,22.38,46.21,3
Loamy,136.59,52.85,10.66,6.45,0.89,1.23,31.61,76.67,3
Loamy,127.13,85.1,153.09,7.11,0.71,0.29,32.02,87.06,3
Sandy,39.87,8.21,148.36,6.89,0.15,0.16,35.09,58.7,4
Clayey,75.78,51.45,217.0,6.31,1.31,0.74,34.73,78.74,2
Black,4.27,18.11,227.97,7.89,1.03,0.53,34.23,66.53,1
Loamy,67.28,63.33,185.84,6.89,1.14,1.17,30.05,66.94,3
Alluvial,109.25,45.02,99.19,6.65,0.55,0.22,29.16,59.09,0
Alluvial,14.64,10.96,168.2,6.5,0.43,0.76,32.81,66.68,0
Black,126.11,19.14,93.84,7.79,1.74,1.45,34.56,60.79,1
Loamy,72.58,18.05,128.32,7.42,0.98,0.87,30.33,87.34,3
Sandy,53.43,55.17,159.16,7.19,0.19,0.19,23.69,68.45,4
Alluvial,60.2,23.75,166.83,6.63,0.54,0.23,21.29,43.51,0
Silty,127.46,7.97,32.64,6.8,1.12,1.14,25.88,86.8,5
Black,77.87,26.14,257.21,7.37,1.88,1.27,33.21,77.2,1
Silty,72.73,45.43,241.82,6.68,1.16,1.49,22.12,92.37,5
Alluvial,14.16,53.07,258.31,7.33,0.76,1.24,25.76,85.63,0
Silty,106.47,83.89,279.38,6.32,0.74,0.98,18.65,52.96,5
Silty,86.46,29.12,187.22,6.51,1.13,0.17,30.81,86.78,5
Loamy,76.25,9.63,87.6,6.36,0.79,0.29,23.78,60.31,3
Silty,113.1,4.95,156.16,6.63,0.88,1.03,18.15,78.04,5
Black,121.8,79.15,35.89,7.96,1.885,1.4,27.5,61.23,1
Black,68.36,76.12,169.42,8.34,1.46,0.98,19.09,93.45,1
Clayey,137.59,5.65,32.39,7.57,0.76,1.53,19.51,60.67,2
Loamy,2.61,3.51,270.35,7.06,0.6,0.59,30.72,82.12,3
Loamy,104.86,55.47,228.0,6.17,0.63,0.89,37.73,53.8,3
Clayey,130.14,31.02,148.06,7.2,1.44,0.6,24.49,92.37,2
Alluvial,55.75,15.95,58.84,6.54,0.76,1.12,35.39,65.97,0
Silty,101.32,58.82,265.59,7.02,0.9,1.41,33.76,41.32,5
Clayey,5.53,4.36,30.04,7.94,1.46,0.97,19.15,86.48,2
Loamy,52.6,29.17,38.1,7.34,1.05,0.12,24.72,68.26,3
Black,66.39,51.03,241.2,7.44,1.08,0.6,19.59,78.88,1
Loamy,73.62,56.5,209.54,6.2,0.93,0.64,20.49,72.98,3
Black,11.71,9.59,87.58,7.42,1.87,0.62,20.13,85.2,1
Silty,107.69,72.91,24.76,6.78,0.81,1.19,18.05,86.75,5
Alluvial,91.43,27.41,63.44,7.27,1.07,0.14,37.07,44.0,0
Loamy,87.0,66.32,84.36,6.32,0.63,0.43,25.33,61.5,3
Sandy,48.89,7.61,22.28,6.36,0.23,0.14,25.19,77.8,4
Alluvial,76.45,45.71,211.75,7.22,1.01,0.53,31.86,94.31,0
Loamy,92.7,36.7,16.99,6.41,1.0,0.9,35.78,71.31,3
Loamy,73.23,8.21,63.32,6.48,0.55,0.81,36.55,87.72,3
Loamy,7.66,46.67,162.18,6.87,0.92,1.27,18.69,75.14,3
Alluvial,63.1,80.17,162.05,6.16,1.04,0.33,27.35,45.87,0
Sandy,16.78,30.8,32.08,5.94,0.14,0.07,36.86,73.57,4
Sandy,40.14,62.34,12.75,6.84,0.27,0.21,19.5,52.27,4
Loamy,132.06,45.13,22.81,7.47,0.5,1.01,25.25,85.45,3
Sandy,26.91,83.11,275.26,7.08,0.21,0.19,31.24,84.93,4
Silty,62.57,67.26,273.2,6.02,0.93,0.24,37.66,67.17,5
Loamy,80.05,30.34,187.76,7.01,0.68,0.72,18.5,79.64,3
Silty,67.05,3.62,266.95,7.3,1.0,1.12,25.93,46.87,5
Sandy,73.44,77.07,208.91,6.25,0.5,0.39,31.74,89.12,4
Loamy,10.59,36.29,180.56,6.77,0.9,0.21,24.45,82.73,3
Black,52.97,86.31,24.51,7.76,1.16,0.43,33.78,82.6,1
Sandy,117.83,30.27,253.77,5.85,0.49,0.13,29.48,59.29,4
Clayey,54.99,76.64,144.45,7.99,0.6,2.44,23.18,88.33,2
Black,7.5,25.06,13.91,8.08,1.34,1.72,19.86,47.91,1
Black,81.87,62.47,23.67,8.27,1.0,1.69,31.54,77.55,1
Loamy,92.03,64.85,86.57,6.01,0.67,0.36,20.64,88.79,3
Alluvial,101.61,17.87,142.32,6.12,0.79,0.4,36.81,92.41,0
Loamy,13.68,73.31,200.14,6.52,0.4,0.33,23.99,65.18,3
Alluvial,65.96,10.56,33.1,7.37,0.44,0.91,19.54,62.75,0
Alluvial,7.19,27.06,225.43,7.1,0.68,0.19,22.08,54.34,0
Loamy,62.93,62.64,28.33,6.03,0.51,0.18,33.73,53.4,3
Sandy,102.4,33.99,38.6,5.72,0.4,0.23,30.7,87.24,4
Alluvial,52.59,61.5,99.29,6.94,1.13,0.32,26.99,58.99,0
Silty,62.95,5.38,34.99,7.14,1.09,0.67,29.73,65.05,5
Loamy,68.97,28.94,187.01,6.88,0.59,1.24,34.6,62.86,3
Loamy,139.61,48.41,151.47,6.54,0.56,0.98,29.32,90.42,3
Loamy,91.69,9.44,263.72,7.25,0.57,0.45,30.74,89.43,3
Alluvial,134.02,84.61,61.31,7.28,0.44,0.76,25.64,41.55,0
Black,8.62,5.26,273.21,8.45,1.17,1.75,18.1,62.7,1
Loamy,53.74,26.54,261.27,6.95,1.04,1.28,25.32,45.7,3
Alluvial,116.78,2.93,60.4,6.98,0.73,1.47,30.66,89.45,0
Sandy,14.37,84.92,236.38,7.04,0.29,0.36,33.83,51.05,4
Clayey,85.97,2.4,164.12,6.6,0.94,2.43,28.05,54.18,2
Alluvial,110.06,20.05,221.39,7.23,1.12,1.1,22.2,57.79,0
Loamy,73.96,12.51,59.86,6.88,0.91,1.17,30.45,91.39,3
Loamy,50.06,2.13,259.39,6.45,1.05,0.46,33.29,44.35,3
Loamy,128.63,20.14,246.65,7.07,0.91,0.43,29.87,46.99,3
Loamy,96.22,86.02,163.92,7.4,0.8,1.24,25.88,86.65,3
Silty,132.6,82.67,33.35,7.09,0.87,1.41,28.56,70.66,5
Silty,90.26,87.24,124.34,6.53,0.84,0.87,23.16,53.39,5
Black,135.08,83.37,175.86,8.14,1.39,0.8,27.25,85.01,1
Sandy,14.1,25.68,265.94,6.34,0.15,0.11,37.53,60.69,4
Alluvial,54.68,19.09,30.98,7.01,1.19,0.47,37.99,84.13,0
Black,59.21,42.84,36.28,7.22,1.45,0.51,30.75,84.1,1
Alluvial,135.16,7.95,165.05,6.94,0.81,0.78,19.01,43.46,0
Clayey,129.99,14.93,142.52,7.61,1.43,0.53,22.09,71.16,2
Clayey,14.61,8.42,109.7,7.24,1.06,1.55,29.87,51.56,2
Clayey,14.42,10.17,36.82,6.44,0.68,0.7,20.82,90.63,2
Loamy,86.2,14.1,154.13,6.51,1.16,0.46,20.47,62.05,3
Sandy,30.32,4.84,124.82,6.11,0.11,0.32,18.94,49.7,4
Loamy,64.32,38.33,134.87,7.46,0.8,0.64,25.81,76.62,3
Silty,57.75,47.1,73.49,7.08,0.53,1.22,24.75,40.99,5
Clayey,5.94,87.98,240.63,7.87,0.79,0.74,28.02,93.98,2
Silty,73.01,39.17,240.92,6.98,0.84,0.93,21.9,85.48,5
Alluvial,90.7,21.42,127.36,7.45,1.09,0.7,37.03,57.58,0
Black,93.67,72.23,125.59,7.78,1.17,1.5,26.86,60.69,1
Clayey,134.01,67.88,174.3,6.61,1.2,1.04,30.95,41.61,2
Silty,92.0,14.22,39.39,6.61,0.55,1.43,32.34,69.6,5
Sandy,42.26,62.08,236.13,5.92,0.28,0.15,26.35,44.02,4
Black,90.28,86.4,259.91,7.78,0.98,1.49,24.22,51.5,1
Alluvial,132.43,59.24,78.17,6.09,0.91,0.8,30.13,77.26,0
Alluvial,72.2,46.77,22.41,6.04,0.88,0.84,29.15,80.84,0
Alluvial,89.93,83.5,140.09,7.27,0.75,0.89,28.98,83.8,0
Loamy,68.74,26.42,77.38,7.12,0.73,0.52,20.51,57.11,3
Loamy,59.26,68.41,126.81,6.88,0.51,0.57,33.69,67.11,3
Sandy,9.74,52.36,97.22,5.7,0.32,0.24,18.42,79.76,4
Sandy,31.52,4.78,256.66,7.19,0.32,0.34,21.82,73.85,4
Silty,56.35,84.72,221.59,6.81,1.05,0.18,31.16,85.31,5
Alluvial,103.32,48.6,185.64,6.19,0.49,0.84,18.2,50.72,0
Black,69.59,87.28,62.66,7.73,1.52,0.82,25.44,41.42,1
Silty,119.43,83.21,243.63,7.21,0.41,0.22,31.66,42.88,5
Loamy,121.33,24.95,46.66,6.32,0.52,0.42,37.97,41.36,3
Loamy,72.53,63.55,252.07,6.11,1.14,0.11,27.2,73.38,3
Loamy,89.79,36.73,160.46,6.22,0.85,0.8,29.71,40.47,3
Black,66.54,56.15,68.71,7.62,1.885,0.74,25.12,78.34,1
Loamy,113.61,83.6,97.67,6.12,0.46,1.33,25.41,71.29,3
Silty,72.49,38.5,74.3,6.43,0.67,1.11,31.9,73.89,5
Clayey,92.72,6.84,30.18,7.14,1.45,0.92,35.99,83.01,2
Alluvial,77.51,51.96,20.37,6.3,0.87,0.69,33.59,82.19,0
Loamy,135.31,15.54,144.1,7.39,1.05,0.87,30.19,54.07,3
Sandy,19.48,81.38,137.74,6.73,0.3,0.14,21.96,64.09,4
Alluvial,89.77,37.74,216.61,6.86,0.51,0.51,35.87,81.62,0
Alluvial,104.67,51.85,25.51,6.86,0.43,1.26,18.87,54.36,0
Alluvial,121.91,74.24,133.82,6.31,0.64,1.05,23.67,55.61,0
Silty,77.25,46.75,16.96,6.57,0.86,1.14,36.6,69.98,5
Loamy,89.4,28.46,102.8,6.13,1.09,0.68,33.45,44.15,3
Silty,91.37,27.89,17.14,7.21,0.47,1.45,24.89,48.85,5
Alluvial,92.94,89.57,199.79,7.29,0.49,0.9,19.48,94.61,0
Silty,101.51,89.94,101.71,7.26,0.4,0.73,23.61,48.79,5
Silty,96.02,4.5,42.47,6.43,0.89,0.47,30.07,84.37,5
Black,86.0,72.27,13.2,7.56,1.46,1.24,35.24,71.04,1
Clayey,97.41,14.57,57.64,6.22,1.47,1.13,22.39,65.54,2
Silty,51.15,73.64,149.29,6.08,0.65,1.18,20.62,52.96,5
Black,123.0,6.09,83.38,7.48,1.885,1.75,31.52,62.28,1
Alluvial,102.7,57.31,209.8,6.43,0.48,1.04,32.9,68.29,0
Loamy,104.22,18.58,157.04,7.03,0.75,0.64,32.71,94.56,3
Silty,78.35,34.51,68.07,7.07,0.59,0.38,23.28,63.51,5
Loamy,50.88,8.74,163.92,6.04,0.79,1.09,35.09,40.27,3
Silty,60.05,19.23,230.38,6.73,1.07,1.16,28.59,66.49,5
Black,83.95,82.27,47.42,8.24,1.23,0.78,19.16,90.99,1
Black,65.5,78.04,249.46,8.33,0.92,1.54,28.99,76.09,1
Silty,90.11,13.95,172.33,6.08,0.81,0.32,25.65,81.65,5
Black,12.65,11.61,218.18,7.5,1.72,0.59,27.48,64.57,1
Black,135.83,61.37,104.54,7.72,1.885,1.14,20.53,86.34,1
Alluvial,89.24,69.89,236.98,6.82,0.45,0.68,33.42,42.13,0
Loamy,83.21,78.37,230.55,7.21,1.1,0.16,24.98,78.16,3
Loamy,85.28,7.41,202.51,6.99,1.06,0.43,25.74,59.04,3
Loamy,53.28,82.2,48.33,6.03,0.89,1.09,35.88,52.55,3
Sandy,17.61,63.34,101.07,6.15,0.12,0.39,29.72,72.27,4
Clayey,63.55,84.61,125.76,7.42,1.31,1.29,32.59,41.12,2
Black,122.24,29.76,254.9,7.36,1.38,1.09,36.22,91.88,1
Sandy,19.15,39.2,138.11,5.76,0.11,0.22,30.46,44.09,4
Clayey,91.41,9.96,38.24,6.9,0.61,1.02,29.8,68.83,2
Clayey,108.88,32.03,271.93,7.84,0.88,1.14,24.43,94.9,2
Black,69.08,18.41,31.03,8.14,1.43,1.76,21.17,83.32,1
Loamy,57.42,71.25,47.45,6.88,0.79,1.2,27.57,49.48,3
Loamy,110.21,20.1,266.44,6.94,0.99,1.31,20.65,82.61,3
Loamy,59.36,86.99,252.56,7.15,0.75,0.96,23.41,85.25,3
Alluvial,104.99,59.94,63.01,6.66,1.09,0.8,33.12,55.18,0
Clayey,91.05,41.82,111.18,7.44,0.69,2.42,37.63,47.41,2
Black,60.17,70.59,219.39,8.39,0.97,0.76,34.2,88.76,1
Loamy,132.36,33.47,152.67,6.12,0.91,1.32,26.77,81.82,3
Black,59.67,18.09,32.83,7.33,1.83,1.49,28.97,93.54,1
Sandy,10.47,45.39,41.52,6.22,0.14,0.38,28.88,58.62,4
Alluvial,97.87,32.76,41.77,6.18,1.06,1.37,31.37,87.45,0
Silty,54.55,13.51,34.18,6.83,1.12,0.55,26.89,54.1,5
Sandy,26.04,87.11,32.75,6.1,0.25,0.22,18.47,63.66,4
Alluvial,124.24,78.53,261.92,6.79,0.48,1.33,37.0,70.52,0
Clayey,81.41,87.3,17.7,7.44,1.13,2.29,30.61,56.11,2
Loamy,77.3,39.01,46.6,6.79,0.42,1.45,37.79,42.16,3
Loamy,67.44,27.17,214.54,6.1,0.79,1.08,21.78,71.54,3
Black,108.88,52.69,266.01,7.55,1.08,0.47,25.93,78.16,1
Loamy,53.8,49.7,166.12,6.49,0.97,1.42,21.37,81.83,3
Alluvial,93.21,39.86,153.31,7.27,0.76,0.86,29.58,50.4,0
Alluvial,102.99,17.14,137.75,6.6,0.46,0.84,21.5,94.29,0
Alluvial,52.22,74.82,164.14,6.97,0.63,0.69,23.56,43.39,0
Clayey,82.73,27.35,197.4,6.89,1.22,1.64,37.41,49.66,2
Clayey,67.37,6.43,184.06,6.66,1.22,2.23,26.88,50.34,2
Clayey,67.41,26.83,29.18,7.01,1.2,1.07,35.93,51.59,2
Black,100.17,30.48,192.71,8.12,1.57,0.88,20.33,69.5,1
Sandy,22.85,48.36,121.82,5.88,0.34,0.19,36.28,60.26,4
Loamy,13.33,51.02,129.56,6.06,0.67,1.25,27.94,76.71,3
Loamy,87.88,86.91,179.82,7.02,0.8,0.67,34.15,46.01,3
Alluvial,110.19,53.43,238.22,6.32,0.46,1.29,20.5,47.14,0
Loamy,52.03,19.03,21.08,7.49,1.14,1.27,34.41,55.69,3
Loamy,4.92,53.81,190.12,6.92,0.98,0.6,23.19,44.66,3
Clayey,128.74,71.74,134.48,6.64,1.34,2.16,32.97,92.87,2
Black,97.76,30.42,28.93,8.31,1.49,1.1,28.85,52.82,1
Loamy,74.73,68.65,53.51,7.25,0.71,0.58,37.03,74.23,3
Black,83.4,67.61,199.0,8.15,1.39,1.28,32.11,66.91,1
Clayey,139.78,80.96,232.61,7.87,1.45,0.6,25.49,52.72,2
Loamy,119.44,80.47,231.44,7.27,1.13,1.28,30.05,56.27,3
Black,127.49,55.27,69.31,7.77,1.69,1.76,31.81,68.24,1
Loamy,2.31,63.39,40.96,6.49,0.79,0.94,24.53,74.28,3
Loamy,12.56,35.57,177.95,6.77,0.53,1.06,19.44,48.11,3
Black,105.93,72.23,155.09,7.25,1.37,1.3,25.15,55.26,1
Sandy,24.58,31.35,262.38,6.39,0.31,0.38,21.45,71.88,4
Loamy,116.45,21.32,250.62,6.85,0.9,1.11,29.65,46.98,3
Clayey,54.42,4.93,168.55,6.78,1.28,1.79,33.24,69.56,2
Loamy,88.33,88.84,12.88,7.38,1.16,0.41,36.62,40.29,3
Silty,84.66,37.33,248.65,7.44,1.05,0.35,29.28,68.4,5
Alluvial,54.18,11.1,260.35,6.67,1.19,0.63,20.57,64.52,0
Alluvial,51.31,16.48,174.29,6.84,1.17,0.94,36.72,87.67,0
Loamy,76.87,83.9,87.45,7.29,0.67,0.76,32.99,74.68,3
Loamy,85.96,78.19,155.07,6.44,0.91,0.5,31.58,61.56,3
Black,3.39,13.03,60.76,7.5,1.885,0.63,37.73,57.34,1
Clayey,70.69,51.28,93.37,6.95,0.65,0.71,36.81,89.83,2
Loamy,80.24,54.86,53.76,7.42,0.76,1.3,22.01,62.74,3
Silty,101.15,45.16,46.81,7.3,0.95,0.64,27.29,85.14,5
Loamy,4.56,3.59,28.82,7.19,0.64,1.08,26.21,52.72,3
Loamy,50.76,77.14,38.0,6.54,0.55,0.58,36.8,89.06,3
Alluvial,99.47,81.03,56.17,6.69,0.44,0.18,34.45,51.55,0
Clayey,130.69,88.61,129.78,7.06,0.67,1.92,26.31,62.44,2
Silty,122.51,63.53,213.11,6.13,0.63,1.24,26.64,77.38,5
Alluvial,134.64,30.85,243.34,6.12,0.97,0.35,35.27,82.49,0
Sandy,27.97,48.03,28.75,6.49,0.15,0.23,30.82,89.57,4
Alluvial,112.4,72.78,236.61,6.12,0.68,0.34,36.28,88.4,0
Black,5.37,2.29,181.03,7.37,1.885,1.66,36.72,52.87,1
Clayey,105.39,70.3,141.8,7.77,0.62,1.04,24.19,66.55,2
Sandy,37.99,86.89,186.85,6.53,0.37,0.37,23.19,56.08,4
Alluvial,58.31,63.92,44.12,7.23,0.72,0.19,31.46,86.37,0
Loamy,72.49,8.21,177.29,6.31,0.62,1.11,27.09,80.98,3
Loamy,74.42,7.64,116.62,6.15,0.49,1.21,37.46,93.89,3
Clayey,60.15,66.47,257.91,6.97,1.02,1.92,31.05,82.56,2
Loamy,134.42,22.25,31.46,6.6,0.5,0.71,22.76,85.12,3
Loamy,97.96,84.48,267.86,7.1,0.63,0.88,25.23,82.77,3
Loamy,83.53,28.43,170.25,6.36,1.08,0.42,20.69,57.61,3
Silty,131.96,8.29,24.48,7.43,1.01,0.64,21.95,74.47,5
Black,121.45,4.1,199.79,7.97,1.18,1.56,37.7,41.59,1
Black,121.15,20.68,107.64,7.82,1.48,1.19,30.31,78.0,1
Clayey,14.26,35.67,93.06,6.67,1.46,0.54,28.68,85.31,2
Silty,10.91,43.65,150.24,7.44,0.72,1.2,25.53,59.98,5
Alluvial,3.99,9.97,212.63,6.96,0.79,0.52,18.81,45.21,0
Silty,62.17,65.62,60.06,6.03,0.67,0.56,22.61,59.29,5
Sandy,72.96,20.16,26.73,6.63,0.47,0.18,24.11,48.67,4
Alluvial,128.41,25.41,27.68,7.1,0.65,0.51,35.96,59.24,0
Loamy,58.72,53.84,205.68,6.89,0.76,1.22,33.85,74.6,3
Loamy,10.1,83.06,229.45,6.32,0.67,1.04,36.43,93.82,3
Sandy,19.17,70.67,35.5,5.65,0.35,0.33,34.34,40.77,4
Black,6.36,69.38,157.43,7.97,0.93,0.5,26.45,61.89,1
Black,56.71,50.83,272.36,7.22,1.82,1.02,31.86,43.9,1
Loamy,73.31,66.69,83.71,7.18,0.42,1.26,18.81,51.06,3
Black,85.62,7.57,246.74,7.99,1.12,0.44,32.93,87.18,1
Alluvial,131.33,18.88,74.28,6.84,0.94,1.09,26.57,46.97,0
Sandy,16.25,12.13,23.09,5.78,0.34,0.25,35.6,42.48,4
Black,130.29,7.01,161.95,7.65,1.72,1.57,37.99,86.38,1
Sandy,31.85,41.75,215.89,5.77,0.35,0.09,29.61,61.35,4
Sandy,9.88,9.67,273.88,6.95,0.17,0.28,24.66,72.73,4
Silty,83.03,35.36,242.5,7.21,0.69,0.49,34.93,59.6,5
Loamy,119.52,70.9,268.81,7.5,0.82,0.58,35.75,57.5,3
Alluvial,74.15,4.13,30.39,7.17,1.13,0.69,35.43,41.67,0
Black,108.86,8.29,74.91,7.47,1.3,0.78,31.78,71.08,1
Sandy,42.14,40.56,269.2,5.74,0.28,0.38,24.6,92.92,4
Alluvial,58.6,11.8,43.94,7.45,0.65,0.96,19.05,89.93,0
Alluvial,14.15,8.39,38.9,6.17,0.71,0.79,20.73,82.02,0
Black,62.54,11.78,247.28,7.75,1.15,0.87,29.08,73.48,1
Sandy,54.2,46.17,244.3,7.07,0.24,0.39,18.97,48.17,4
Black,98.37,11.8,26.71,7.75,1.31,0.62,33.63,77.4,1
Sandy,33.54,80.25,176.46,7.01,0.23,0.1,31.48,84.23,4
Black,9.72,61.86,133.3,8.39,1.27,0.53,26.11,77.38,1
Clayey,57.13,49.03,108.65,6.64,1.22,2.08,22.04,92.4,2
Clayey,55.54,31.6,222.11,6.76,1.21,0.85,35.7,52.18,2
Sandy,30.14,82.58,215.08,5.52,0.37,0.35,28.86,69.13,4
Alluvial,86.72,65.0,92.47,6.68,1.09,0.32,30.81,88.26,0
Alluvial,51.35,6.84,279.0,6.15,1.16,1.44,21.6,67.64,0
Alluvial,98.83,88.28,232.5,7.34,0.77,0.44,29.11,92.09,0
Sandy,25.3,84.18,177.15,6.34,0.32,0.24,26.15,75.81,4
Alluvial,135.8,48.81,15.15,6.59,0.78,1.36,18.16,89.43,0
Loamy,7.18,12.74,72.59,6.77,0.45,0.41,27.99,72.67,3
Alluvial,104.56,5.01,37.41,6.46,0.73,1.01,33.81,40.65,0
Loamy,73.64,50.35,216.01,6.36,1.06,0.55,28.06,43.73,3
Silty,112.24,80.67,153.93,6.79,1.11,1.28,24.27,81.45,5
Loamy,63.77,74.51,22.78,6.64,0.57,1.02,37.55,55.49,3
Black,105.57,70.85,150.18,7.24,1.08,1.43,36.63,78.93,1
Loamy,116.3,2.21,231.5,6.63,0.71,1.14,23.06,53.69,3
Sandy,98.17,66.38,114.79,5.56,0.44,0.22,20.22,55.32,4
Alluvial,60.53,24.79,58.4,6.02,0.75,0.73,24.83,93.05,0
Alluvial,118.79,49.41,114.75,6.24,0.8,0.78,20.94,70.37,0
Loamy,81.16,62.37,39.78,7.27,0.56,0.66,29.72,59.65,3
Loamy,12.14,77.35,175.86,6.58,0.51,0.68,19.23,76.05,3
Alluvial,50.75,16.61,25.77,6.84,0.68,0.52,21.71,68.16,0
Loamy,55.8,55.94,30.86,6.32,0.79,0.27,28.11,84.94,3
Sandy,21.21,17.87,259.2,6.72,0.38,0.27,29.2,48.46,4
Clayey,112.07,67.99,204.53,7.78,0.63,1.14,24.22,45.48,2
Black,134.9,39.21,258.15,7.3,1.19,1.21,33.61,81.55,1
Loamy,128.52,27.25,50.95,7.17,1.19,1.13,27.66,68.27,3
Silty,50.53,57.4,16.18,7.08,0.92,0.8,25.14,45.96,5
Alluvial,118.02,87.15,58.64,6.55,0.45,1.06,24.29,84.56,0
Silty,119.61,80.01,36.65,7.14,0.72,0.34,29.24,51.78,5
Silty,116.27,5.44,46.69,6.89,0.85,1.03,20.33,72.81,5
Alluvial,108.38,61.0,168.36,7.13,0.92,0.57,18.23,78.31,0
Silty,76.65,51.19,71.34,6.71,0.56,0.58,37.55,45.94,5
Clayey,64.54,19.47,33.11,6.89,1.1,1.56,36.55,65.21,2
Sandy,15.64,52.68,11.24,6.85,0.22,0.29,35.45,67.92,4
Alluvial,7.59,56.17,205.6,6.78,0.85,0.13,30.68,94.16,0
Silty,133.48,34.62,57.9,7.49,0.81,0.71,34.8,94.84,5
Black,116.76,68.96,74.51,8.26,1.5,1.72,34.49,55.19,1
Silty,114.66,51.86,41.28,7.25,0.49,1.02,36.67,78.8,5
Alluvial,105.09,44.64,47.76,6.34,0.72,1.47,27.76,78.62,0
Black,114.45,20.83,102.82,7.62,1.49,1.51,20.89,84.62,1
Loamy,138.74,85.02,245.54,6.9,0.66,0.77,35.78,65.73,3
Silty,117.15,51.67,97.14,6.37,0.97,1.43,33.53,70.37,5
Alluvial,116.05,42.88,118.78,6.77,0.56,1.45,26.14,62.51,0
Silty,104.45,62.76,130.45,7.4,0.54,0.28,36.18,75.09,5
Alluvial,89.46,12.42,222.66,6.4,0.68,0.28,30.44,73.07,0
Loamy,91.35,89.34,86.72,7.01,0.53,0.35,24.22,94.13,3
Silty,63.77,50.45,133.3,6.81,0.56,1.26,35.54,46.93,5
Loamy,134.78,15.15,130.59,7.36,1.03,0.92,18.47,58.12,3
Alluvial,11.85,51.67,33.93,6.68,0.63,1.25,23.12,46.62,0
Loamy,51.33,77.28,158.37,6.62,0.67,0.28,20.78,53.03,3
Silty,7.9,36.18,90.55,6.46,0.91,0.45,21.38,82.62,5
Loamy,12.54,27.57,199.37,7.44,1.03,0.89,33.17,52.37,3
Silty,123.42,84.78,240.23,7.24,1.11,0.82,30.87,73.51,5
Loamy,122.13,85.47,54.62,7.31,1.16,1.36,23.3,67.23,3
Silty,81.49,66.67,121.96,6.4,0.53,0.59,29.11,45.5,5
Alluvial,56.69,88.19,240.9,6.69,0.8,1.48,21.57,89.75,0
Sandy,14.98,63.92,165.38,6.03,0.35,0.39,34.87,81.9,4
Alluvial,68.15,16.26,227.03,7.31,0.49,0.59,34.71,48.95,0
Loamy,97.82,8.99,17.4,6.76,0.56,0.5,29.63,82.94,3
Clayey,138.78,67.21,183.66,6.39,0.65,0.56,18.94,88.35,2
Black,75.77,71.14,164.9,8.02,1.66,0.53,20.58,68.96,1
Silty,8.08,6.79,69.34,6.8,0.73,0.43,31.42,81.47,5
Loamy,86.15,85.93,224.3,6.87,1.14,0.87,23.71,86.43,3
Loamy,5.09,28.39,30.23,6.44,0.63,0.52,32.3,49.42,3
Loamy,75.47,45.04,118.75,7.33,0.52,1.21,19.45,77.03,3
Alluvial,73.28,67.25,15.06,6.69,0.76,0.73,23.65,85.94,0
Sandy,59.54,18.98,15.59,5.98,0.49,0.36,30.28,84.24,4
Clayey,101.47,9.6,82.44,7.83,1.24,0.84,19.48,65.56,2
Clayey,102.88,14.93,269.64,6.09,0.76,0.55,20.84,56.76,2
Loamy,124.9,32.77,120.84,7.45,0.6,0.79,27.29,93.84,3
Silty,104.37,63.66,180.63,6.03,0.58,0.42,19.43,43.81,5
Alluvial,135.9,19.25,25.14,6.71,0.52,0.15,32.67,75.06,0
Alluvial,98.06,40.33,115.07,7.04,1.07,0.2,30.42,89.0,0
Black,64.19,3.23,69.16,8.13,1.62,0.89,37.06,62.3,1
Sandy,16.39,69.12,129.22,6.37,0.24,0.33,23.26,60.65,4
Silty,124.5,11.81,90.96,6.54,0.58,0.79,21.05,87.26,5
Alluvial,67.14,45.37,47.88,7.08,0.95,1.41,25.79,80.79,0
Sandy,7.69,5.87,101.55,6.68,0.25,0.11,21.98,91.5,4
Silty,97.77,57.19,80.15,7.17,0.7,1.04,23.75,48.9,5
Alluvial,100.42,3.75,95.64,7.23,0.56,1.0,18.79,56.8,0
Black,88.25,21.26,37.43,7.75,1.62,1.31,29.74,66.21,1
Clayey,74.73,18.75,194.96,6.02,0.97,1.01,24.38,82.19,2
Black,110.47,82.93,16.54,7.86,1.05,0.68,37.32,91.79,1
Alluvial,116.05,15.89,187.28,6.03,0.52,0.77,33.86,47.3,0
Alluvial,91.18,31.46,240.51,6.2,0.84,0.91,24.27,86.13,0
Silty,96.59,76.55,194.84,6.69,1.01,0.7,24.98,76.87,5
Alluvial,11.44,16.37,47.47,7.48,1.02,0.91,30.8,91.66,0
Sandy,124.04,31.71,22.31,6.31,0.4,0.14,31.63,69.34,4
Black,11.92,62.71,24.64,7.27,0.85,1.0,18.66,40.06,1
Alluvial,71.32,72.09,272.87,6.2,1.15,0.56,27.33,56.79,0
Alluvial,119.96,86.57,204.2,6.38,0.49,1.26,29.92,65.32,0
Alluvial,92.81,52.93,222.78,7.19,0.56,0.79,31.23,62.51,0
Alluvial,139.68,72.98,28.69,6.18,1.03,0.6,34.47,77.43,0
Loamy,125.47,85.97,247.34,7.1,1.12,0.84,27.67,58.48,3
Loamy,67.77,82.86,73.65,6.64,0.95,0.11,23.72,68.43,3
Loamy,124.0,55.01,271.1,6.86,1.02,1.13,22.34,79.28,3
Black,2.3,18.02,26.75,8.13,0.9,1.54,31.6,85.7,1
