Soil_Type,Crop_Recommended,Nitrogen,Phosphorus,Potassium,pH,Moisture,Organic_Carbon,Electrical_Conductivity,Temperature,Humidity,Soil_Health_Score,Soil_Health_Class,Nutrient_Deficiencies,Soil_Fertility_Status
Black,Sugarcane,68.4,30.42,103.92,7.91,57.89,1.79,1.64,29.88,41.8,83.39,Excellent,None,Fertile
Loamy,Wheat,115.41,4.32,118.15,6.07,36.5,0.48,1.26,34.5,68.36,65.63,Good,Phosphorus,Moderately Fertile
Alluvial,Sugarcane,115.08,3.53,80.89,6.54,38.3,0.87,0.19,18.2,64.06,70.9,Good,"Phosphorus, Potassium",Infertile
Black,Wheat,130.64,75.44,93.2,7.99,54.22,1.3,1.46,23.43,46.89,84.67,Excellent,Potassium,Moderately Fertile
Loamy,Potato,99.0,4.12,71.83,6.12,34.83,0.87,1.03,33.61,72.11,68.19,Good,"Phosphorus, Potassium",Infertile
Black,Cotton,95.8,39.54,263.23,7.87,56.43,1.71,0.54,34.55,78.35,93.5,Excellent,None,Fertile
Black,Soybean,67.57,37.63,113.9,8.25,56.87,1.83,0.78,37.57,87.11,85.68,Excellent,None,Fertile
Black,Soybean,116.1,40.75,36.3,8.22,49.89,1.26,0.63,34.78,40.63,77.79,Good,Potassium,Moderately Fertile
Alluvial,Cotton,54.65,50.38,209.61,7.45,42.62,1.05,0.87,35.25,49.86,84.02,Excellent,None,Fertile
Alluvial,Jute,110.54,73.73,30.22,7.31,28.93,0.65,0.51,30.5,71.45,71.64,Good,Potassium,Moderately Fertile
Clayey,Rice,134.15,4.67,249.5,6.91,40.69,0.95,0.88,30.11,53.59,77.51,Good,Phosphorus,Moderately Fertile
Alluvial,Maize,106.91,25.92,134.58,7.01,34.35,1.16,1.0,33.02,45.58,86.22,Excellent,None,Fertile
Loamy,Tomato,138.11,6.84,77.45,6.82,36.25,1.18,0.24,29.64,51.24,76.06,Good,"Phosphorus, Potassium",Infertile
Clayey,Wheat,56.93,16.05,267.86,7.33,50.06,1.19,2.44,23.95,45.06,73.72,Good,Phosphorus,Moderately Fertile
Alluvial,Sugarcane,110.49,5.59,161.44,6.68,42.59,0.7,0.89,22.99,40.11,74.8,Good,Phosphorus,Moderately Fertile
Sandy,Groundnut,44.01,42.65,33.85,6.69,22.66,0.18,0.26,29.66,53.92,61.23,Good,"Nitrogen, Potassium",Infertile
Silty,Jute,89.02,17.41,217.1,6.01,41.81,1.18,0.24,36.29,63.87,84.19,Excellent,Phosphorus,Moderately Fertile
Alluvial,Jute,5.23,17.31,79.82,6.36,39.74,0.89,0.99,35.55,80.63,62.37,Good,"Nitrogen, Phosphorus, Potassium",Infertile
Alluvial,Maize,103.53,39.78,113.26,6.9,33.87,0.74,0.4,35.7,61.08,82.49,Excellent,None,Fertile
Clayey,Wheat,119.37,44.2,81.55,6.64,57.98,0.83,2.48,33.99,58.35,76.67,Good,Potassium,Moderately Fertile
Alluvial,Maize,125.03,49.95,163.76,6.96,44.68,0.73,1.32,20.89,83.12,85.37,Excellent,None,Fertile
Alluvial,Jute,52.55,26.8,25.49,6.7,30.03,0.87,0.67,32.26,40.63,68.96,Good,Potassium,Moderately Fertile
Alluvial,Rice,90.16,74.47,31.99,7.24,48.56,1.0,1.11,36.49,64.38,77.98,Good,Potassium,Moderately Fertile
Silty,Jute,120.77,60.58,34.87,7.21,46.82,1.06,0.4,23.43,52.75,79.38,Good,Potassium,Moderately Fertile
Black,Soybean,91.57,43.16,33.31,7.65,50.65,1.75,1.64,23.92,65.26,83.54,Excellent,Potassium,Moderately Fertile
Loamy,Soybean,96.34,22.91,50.89,7.1,29.13,0.4,1.11,18.38,49.12,64.66,Good,"Phosphorus, Potassium",Infertile
Clayey,Wheat,85.19,28.74,84.89,6.13,58.17,1.15,0.99,37.2,73.9,82.28,Excellent,Potassium,Moderately Fertile
Black,Wheat,87.08,4.7,30.76,7.85,55.89,1.64,0.64,28.65,46.35,71.38,Good,"Phosphorus, Potassium",Infertile
Loamy,Soybean,87.73,11.45,228.19,6.76,34.8,1.12,0.39,19.38,66.08,83.35,Excellent,Phosphorus,Moderately Fertile
Loamy,Tomato,125.9,48.81,113.41,7.23,43.09,0.83,1.27,33.83,64.82,82.43,Excellent,None,Fertile
Black,Wheat,68.31,7.19,21.26,8.37,37.27,1.27,1.52,25.79,69.8,62.87,Good,"Phosphorus, Potassium",Infertile
Sandy,Groundnut,56.3,4.8,182.1,6.26,9.63,0.48,0.06,32.13,60.6,65.62,Good,Phosphorus,Moderately Fertile
Alluvial,Maize,59.33,13.89,175.25,6.14,46.06,0.7,0.98,26.52,70.14,72.22,Good,Phosphorus,Moderately Fertile
Black,Cotton,109.62,37.76,127.69,7.7,35.44,1.05,1.4,21.17,54.2,84.27,Excellent,None,Fertile
Alluvial,Jute,114.15,40.9,177.13,6.62,38.54,1.01,0.53,21.71,72.99,91.73,Excellent,None,Fertile
Alluvial,Rice,121.66,31.76,203.09,6.99,42.4,0.71,1.25,23.28,91.65,82.14,Excellent,None,Fertile
Alluvial,Sugarcane,119.91,75.73,145.38,6.09,31.96,0.92,1.25,37.67,83.27,87.37,Excellent,None,Fertile
Sandy,Potato,51.22,60.4,244.53,7.01,14.28,0.21,0.2,33.68,63.59,71.65,Good,None,Fertile
Black,Soybean,113.62,87.38,23.97,8.26,55.0,0.91,1.45,36.06,91.35,70.66,Good,Potassium,Moderately Fertile
Silty,Rice,78.15,62.35,35.11,6.85,25.56,0.69,1.2,18.29,82.04,74.73,Good,Potassium,Moderately Fertile
Alluvial,Jute,56.24,61.07,213.25,6.59,48.46,0.73,0.66,31.52,47.61,83.16,Excellent,None,Fertile
Loamy,Maize,94.47,78.88,145.29,6.66,40.46,0.91,0.76,36.8,67.72,89.45,Excellent,None,Fertile
Loamy,Groundnut,107.98,87.94,47.45,6.08,27.75,1.14,0.98,29.09,81.13,82.28,Excellent,Potassium,Moderately Fertile
Loamy,Groundnut,111.69,12.0,72.86,6.09,39.49,0.76,1.43,27.07,65.02,68.93,Good,"Phosphorus, Potassium",Infertile
Silty,Jute,5.0,69.25,53.73,6.96,47.04,0.87,1.27,29.88,78.65,66.64,Good,"Nitrogen, Potassium",Infertile
Black,Soybean,111.51,40.04,230.02,8.47,55.72,1.52,1.1,35.69,46.89,90.65,Excellent,None,Fertile
Loamy,Soybean,7.01,3.69,234.24,6.5,36.63,1.08,0.19,35.05,91.59,68.23,Good,"Nitrogen, Phosphorus",Infertile
Alluvial,Cotton,137.58,70.74,271.94,6.22,31.71,0.48,0.33,26.79,55.31,81.1,Excellent,None,Fertile
Loamy,Potato,137.78,23.61,34.88,6.45,45.67,0.69,0.6,33.54,44.21,70.05,Good,"Phosphorus, Potassium",Infertile
Alluvial,Sugarcane,65.68,80.03,140.44,6.0,44.51,0.64,0.54,37.68,61.76,79.43,Good,None,Fertile
Sandy,Groundnut,19.96,6.18,61.59,6.63,11.94,0.32,0.4,29.25,82.08,51.04,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile
Silty,Tomato,121.97,19.86,204.63,6.18,38.99,0.95,1.02,26.32,68.26,82.02,Excellent,Phosphorus,Moderately Fertile
Sandy,Groundnut,58.51,84.59,215.4,6.18,19.72,0.31,0.35,23.59,47.24,74.49,Good,None,Fertile
Loamy,Wheat,100.29,39.69,226.41,6.86,35.16,1.12,0.95,23.06,91.64,92.26,Excellent,None,Fertile
Alluvial,Sugarcane,6.89,57.11,217.92,6.78,49.71,0.42,0.45,30.47,73.02,68.91,Good,Nitrogen,Moderately Fertile
Silty,Rice,12.04,58.8,261.13,7.42,29.99,0.64,0.43,33.72,72.45,70.24,Good,Nitrogen,Moderately Fertile
Loamy,Groundnut,113.73,48.06,198.6,6.56,37.82,0.96,1.41,33.26,42.5,90.8,Excellent,None,Fertile
Alluvial,Cotton,126.77,84.27,279.1,6.42,44.34,0.5,0.98,33.92,81.46,82.43,Excellent,None,Fertile
Sandy,Tomato,67.99,14.44,172.12,6.54,8.78,0.47,0.29,31.03,51.59,72.01,Good,Phosphorus,Moderately Fertile
Loamy,Potato,57.88,7.1,134.65,6.65,34.15,0.65,1.15,23.85,58.27,69.57,Good,Phosphorus,Moderately Fertile
Sandy,Groundnut,35.32,38.03,258.23,6.52,8.85,0.22,0.27,24.8,65.06,70.16,Good,Nitrogen,Moderately Fertile
Clayey,Wheat,58.01,89.34,165.25,7.87,49.73,0.73,1.13,37.7,91.64,77.15,Good,None,Fertile
Loamy,Potato,67.05,10.4,45.02,7.37,31.82,0.67,0.73,36.1,75.61,60.96,Good,"Phosphorus, Potassium",Infertile
Clayey,Wheat,72.45,67.37,23.2,7.9,72.95,1.31,1.42,25.14,81.66,77.8,Good,Potassium,Moderately Fertile
Alluvial,Maize,11.54,48.87,59.23,7.23,48.51,0.88,1.31,31.64,92.24,67.04,Good,"Nitrogen, Potassium",Infertile
Alluvial,Jute,102.33,18.47,248.25,6.02,33.88,0.44,0.41,28.46,78.48,72.26,Good,Phosphorus,Moderately Fertile
Sandy,Potato,82.54,17.37,176.27,5.63,10.08,0.41,0.08,22.53,89.26,69.44,Good,Phosphorus,Moderately Fertile
Black,Soybean,3.5,6.19,37.94,7.52,58.68,1.7,1.19,33.64,53.2,61.42,Good,"Nitrogen, Phosphorus, Potassium",Infertile
Clayey,Sugarcane,9.25,16.12,253.97,7.98,60.11,0.72,1.88,33.88,48.71,58.07,Moderate,"Nitrogen, Phosphorus",Infertile
Sandy,Groundnut,29.23,46.73,105.82,6.9,9.42,0.25,0.33,36.65,46.53,65.28,Good,Nitrogen,Moderately Fertile
Alluvial,Jute,9.97,54.98,208.69,6.98,36.89,0.73,0.33,19.37,62.97,73.6,Good,Nitrogen,Moderately Fertile
Silty,Rice,123.32,58.95,123.36,7.25,33.87,0.84,0.66,23.11,45.82,83.38,Excellent,None,Fertile
Clayey,Sugarcane,53.77,43.53,72.05,7.82,53.83,0.76,0.81,35.59,70.64,70.27,Good,Potassium,Moderately Fertile
Silty,Tomato,107.19,60.39,130.8,7.37,30.51,1.11,1.41,33.05,69.22,87.94,Excellent,None,Fertile
Loamy,Soybean,119.13,50.04,138.44,6.16,25.2,1.15,0.43,22.99,70.11,90.94,Excellent,None,Fertile
Sandy,Potato,79.19,5.06,82.72,6.68,16.19,0.43,0.3,35.14,85.12,64.0,Good,"Phosphorus, Potassium",Infertile
Alluvial,Jute,77.4,25.85,46.42,6.65,49.94,0.55,0.74,35.74,63.09,69.56,Good,Potassium,Moderately Fertile
Loamy,Maize,112.14,3.88,231.24,7.09,39.14,0.75,1.22,19.05,48.78,73.01,Good,Phosphorus,Moderately Fertile
Sandy,Groundnut,11.8,84.15,83.42,5.97,11.09,0.21,0.15,26.4,40.53,58.07,Moderate,"Nitrogen, Potassium",Infertile
Silty,Tomato,137.64,53.54,98.81,6.6,32.66,0.43,0.92,32.19,54.93,77.62,Good,Potassium,Moderately Fertile
Loamy,Potato,70.35,75.38,16.33,6.34,35.65,1.07,1.23,19.91,64.75,78.04,Good,Potassium,Moderately Fertile
Alluvial,Jute,85.51,52.4,18.05,6.5,26.28,0.79,0.72,29.44,84.3,75.94,Good,Potassium,Moderately Fertile
Alluvial,Cotton,85.27,65.77,78.36,6.05,35.21,0.94,0.18,30.83,54.29,81.55,Excellent,Potassium,Moderately Fertile
Loamy,Soybean,110.58,75.95,129.25,7.24,35.28,0.59,1.04,21.13,80.59,79.79,Good,None,Fertile
Loamy,Maize,121.44,62.75,174.45,7.47,49.81,0.52,1.48,35.32,55.92,79.32,Good,None,Fertile
Alluvial,Maize,12.64,9.12,235.82,6.3,33.26,0.85,1.29,29.12,82.87,66.15,Good,"Nitrogen, Phosphorus",Infertile
Silty,Rice,59.26,20.08,274.79,7.3,30.26,1.01,0.45,31.48,86.58,78.24,Good,Phosphorus,Moderately Fertile
Loamy,Maize,119.17,28.1,13.93,6.41,42.06,0.86,0.7,22.67,74.39,72.32,Good,Potassium,Moderately Fertile
Sandy,Groundnut,5.36,7.05,112.99,6.08,21.99,0.12,0.31,27.31,40.75,47.69,Moderate,"Nitrogen, Phosphorus",Infertile
Alluvial,Cotton,122.54,57.36,34.01,6.6,37.31,0.91,1.23,18.49,59.95,79.86,Good,Potassium,Moderately Fertile
Silty,Jute,120.63,89.55,181.37,7.09,28.77,1.08,1.49,24.16,86.06,90.55,Excellent,None,Fertile
Black,Sugarcane,12.81,63.2,169.14,8.15,54.01,1.51,0.42,24.85,47.4,81.05,Excellent,Nitrogen,Moderately Fertile
Black,Cotton,114.09,38.53,93.62,7.2,56.87,1.74,0.57,18.26,69.72,91.5,Excellent,Potassium,Moderately Fertile
Sandy,Tomato,29.44,29.22,53.74,6.53,6.7,0.32,0.18,24.3,45.32,59.41,Moderate,"Nitrogen, Potassium",Infertile
Loamy,Groundnut,92.88,35.46,152.26,6.48,26.65,1.11,0.75,35.19,72.58,91.39,Excellent,None,Fertile
Clayey,Sugarcane,88.33,89.57,53.13,7.77,44.18,1.12,1.01,33.61,77.05,79.21,Good,Potassium,Moderately Fertile
Sandy,Groundnut,9.61,56.85,165.34,5.68,8.92,0.15,0.39,19.72,43.14,61.17,Good,Nitrogen,Moderately Fertile
Silty,Jute,72.71,34.62,183.41,7.03,45.5,0.43,0.8,35.96,84.55,77.01,Good,None,Fertile
Loamy,Soybean,134.74,52.38,213.1,6.51,49.91,0.96,1.18,36.48,93.63,90.55,Excellent,None,Fertile
Black,Cotton,99.54,73.2,14.98,7.68,62.92,1.61,0.83,29.59,59.01,82.6,Excellent,Potassium,Moderately Fertile
Clayey,Wheat,128.54,46.17,276.45,8.07,57.48,0.7,0.73,18.0,73.77,79.32,Good,None,Fertile
Loamy,Soybean,7.09,58.14,175.43,6.23,48.51,0.92,1.44,26.03,58.59,76.33,Good,Nitrogen,Moderately Fertile
Loamy,Groundnut,60.48,3.38,103.87,6.15,30.37,0.43,0.61,28.6,77.31,60.36,Good,Phosphorus,Moderately Fertile
Black,Wheat,78.72,47.59,155.62,7.88,61.1,1.25,1.26,22.02,57.33,89.22,Excellent,None,Fertile
Alluvial,Jute,79.31,41.53,36.85,7.48,29.88,0.94,0.55,34.03,65.82,76.09,Good,Potassium,Moderately Fertile
Alluvial,Jute,3.51,3.51,171.72,7.31,44.65,0.89,0.58,25.03,73.57,61.37,Good,"Nitrogen, Phosphorus",Infertile
Sandy,Groundnut,67.95,31.16,155.89,6.25,23.11,0.43,0.12,19.36,52.0,75.46,Good,None,Fertile
Clayey,Sugarcane,51.29,48.27,35.26,6.91,48.66,1.38,0.83,34.39,85.37,81.47,Excellent,Potassium,Moderately Fertile
Black,Soybean,68.21,40.94,42.79,7.44,37.4,1.33,0.63,25.96,68.14,81.47,Excellent,Potassium,Moderately Fertile
Black,Cotton,2.57,80.24,169.47,7.95,50.17,0.87,0.5,37.2,42.68,69.84,Good,Nitrogen,Moderately Fertile
Black,Sugarcane,134.32,7.53,229.12,7.79,44.91,1.51,1.04,33.14,77.43,83.23,Excellent,Phosphorus,Moderately Fertile
Loamy,Tomato,65.29,14.43,39.66,7.01,48.2,0.47,0.5,33.32,62.75,60.0,Good,"Phosphorus, Potassium",Infertile
Clayey,Wheat,71.32,17.76,74.76,6.86,60.98,1.26,1.13,33.95,77.27,79.15,Good,"Phosphorus, Potassium",Infertile
Loamy,Maize,128.69,76.45,86.16,6.36,33.75,1.03,1.49,25.99,62.53,85.29,Excellent,Potassium,Moderately Fertile
Alluvial,Maize,122.37,79.31,44.9,7.25,43.27,0.74,0.91,31.84,47.7,74.74,Good,Potassium,Moderately Fertile
Black,Soybean,61.97,22.7,267.32,7.71,64.9,0.96,1.35,35.59,89.89,76.68,Good,Phosphorus,Moderately Fertile
Loamy,Soybean,12.76,62.47,79.7,6.52,42.52,0.87,1.41,24.3,52.35,71.64,Good,"Nitrogen, Potassium",Infertile
Black,Cotton,116.15,58.81,152.04,8.24,42.83,1.63,1.19,20.66,54.37,91.8,Excellent,None,Fertile
Loamy,Tomato,10.13,56.79,265.37,7.1,25.16,0.8,0.5,21.49,65.94,74.19,Good,Nitrogen,Moderately Fertile
Clayey,Wheat,102.93,35.29,186.74,6.27,62.47,0.85,1.49,34.17,73.64,85.95,Excellent,None,Fertile
Alluvial,Rice,103.46,57.17,46.84,6.65,29.53,1.03,0.64,34.63,49.75,82.75,Excellent,Potassium,Moderately Fertile
Alluvial,Maize,127.71,34.7,103.38,6.58,25.37,0.69,0.95,23.32,58.3,80.49,Excellent,None,Fertile
Loamy,Maize,75.85,80.38,35.77,7.08,41.98,1.15,1.5,22.62,89.36,80.92,Excellent,Potassium,Moderately Fertile
Sandy,Potato,25.63,42.85,82.42,6.79,18.5,0.2,0.32,37.53,75.51,62.31,Good,"Nitrogen, Potassium",Infertile
Loamy,Soybean,110.45,68.34,173.77,6.2,42.29,1.17,0.65,22.14,67.75,92.5,Excellent,None,Fertile
Clayey,Sugarcane,10.55,76.02,33.64,8.03,53.94,0.61,1.55,24.47,82.09,55.8,Moderate,"Nitrogen, Potassium",Infertile
Loamy,Groundnut,99.13,8.83,247.83,6.73,45.31,0.47,0.94,33.7,55.05,71.79,Good,Phosphorus,Moderately Fertile
Loamy,Soybean,55.73,24.17,31.28,6.46,41.73,0.59,0.44,26.91,44.63,64.26,Good,"Phosphorus, Potassium",Infertile
Clayey,Wheat,111.0,30.19,248.26,7.63,70.05,0.72,1.91,21.38,42.95,76.12,Good,None,Fertile
Loamy,Soybean,102.0,34.63,149.3,6.6,45.51,0.94,0.99,33.86,93.97,88.81,Excellent,None,Fertile
Silty,Rice,81.48,9.82,88.27,6.11,40.3,0.65,0.56,31.9,74.63,67.84,Good,"Phosphorus, Potassium",Infertile
Black,Cotton,65.44,5.17,145.65,7.89,41.65,0.87,0.76,18.67,46.7,68.63,Good,Phosphorus,Moderately Fertile
Alluvial,Sugarcane,123.59,9.45,243.31,6.62,46.73,0.82,0.76,31.47,47.55,78.38,Good,Phosphorus,Moderately Fertile
Sandy,Groundnut,12.74,26.34,134.67,6.09,24.91,0.27,0.37,22.39,40.01,59.82,Moderate,Nitrogen,Moderately Fertile
Loamy,Soybean,88.75,19.53,11.07,7.39,28.01,0.45,1.11,24.98,60.62,59.38,Moderate,"Phosphorus, Potassium",Infertile
Loamy,Groundnut,85.26,74.19,115.31,6.06,30.82,0.44,0.37,26.88,77.16,76.55,Good,None,Fertile
Clayey,Wheat,138.82,7.65,92.15,7.06,67.23,1.01,2.48,28.77,94.57,67.73,Good,"Phosphorus, Potassium",Infertile
Alluvial,Jute,139.27,3.79,64.26,6.1,28.05,0.41,1.37,28.75,50.17,59.64,Moderate,"Phosphorus, Potassium",Infertile
Sandy,Groundnut,57.67,14.82,29.05,5.68,23.11,0.3,0.17,23.96,57.62,52.53,Moderate,"Phosphorus, Potassium",Infertile
Loamy,Wheat,99.02,16.23,25.35,7.23,26.76,1.13,0.37,22.94,87.28,71.68,Good,"Phosphorus, Potassium",Infertile
Alluvial,Rice,104.53,50.3,249.6,7.47,37.56,0.41,1.22,37.05,81.5,77.48,Good,None,Fertile
Loamy,Maize,109.7,19.46,130.37,6.62,36.18,1.06,1.02,33.86,52.13,83.98,Excellent,Phosphorus,Moderately Fertile
Alluvial,Jute,62.71,71.08,57.17,7.42,26.08,0.54,0.65,37.63,60.99,68.77,Good,Potassium,Moderately Fertile
Loamy,Soybean,106.29,74.66,27.89,7.33,28.65,1.15,1.38,24.7,57.25,79.66,Good,Potassium,Moderately Fertile
Black,Cotton,76.99,61.42,180.24,7.51,46.46,0.96,0.68,31.92,59.94,85.95,Excellent,None,Fertile
Alluvial,Maize,111.55,12.03,202.51,6.51,29.5,0.49,1.34,24.32,43.07,73.39,Good,Phosphorus,Moderately Fertile
Loamy,Potato,85.75,29.64,233.08,7.27,30.18,0.84,0.42,24.86,46.13,82.2,Excellent,None,Fertile
Black,Sugarcane,2.05,34.12,179.84,8.34,48.31,1.14,0.51,22.03,88.96,70.35,Good,Nitrogen,Moderately Fertile
Sandy,Tomato,55.96,43.9,115.53,6.76,10.14,0.29,0.13,37.23,64.47,71.96,Good,None,Fertile
Clayey,Rice,124.96,7.96,227.82,7.75,55.08,0.88,1.95,30.03,58.66,70.54,Good,Phosphorus,Moderately Fertile
Loamy,Tomato,105.73,48.42,21.41,6.7,26.56,0.71,0.92,22.38,46.21,74.9,Good,Potassium,Moderately Fertile
Loamy,Wheat,136.59,52.85,10.66,6.45,34.89,0.89,1.23,31.61,76.67,76.7,Good,Potassium,Moderately Fertile
Loamy,Soybean,127.13,85.1,153.09,7.11,33.34,0.71,0.29,32.02,87.06,84.28,Excellent,None,Fertile
Sandy,Groundnut,39.87,8.21,148.36,6.89,22.95,0.15,0.16,35.09,58.7,58.62,Moderate,"Nitrogen, Phosphorus",Infertile
Clayey,Wheat,75.78,51.45,217.0,6.31,65.9,1.31,0.74,34.73,78.74,94.68,Excellent,None,Fertile
Black,Soybean,4.27,18.11,227.97,7.89,55.89,1.03,0.53,34.23,66.53,65.8,Good,"Nitrogen, Phosphorus",Infertile
Loamy,Tomato,67.28,63.33,185.84,6.89,43.19,1.14,1.17,30.05,66.94,90.43,Excellent,None,Fertile
Alluvial,Jute,109.25,45.02,99.19,6.65,45.13,0.55,0.22,29.16,59.09,79.4,Good,Potassium,Moderately Fertile
Alluvial,Rice,14.64,10.96,168.2,6.5,43.43,0.43,0.76,32.81,66.68,61.09,Good,"Nitrogen, Phosphorus",Infertile
Black,Soybean,126.11,19.14,93.84,7.79,49.26,1.74,1.45,34.56,60.79,82.1,Excellent,"Phosphorus, Potassium",Infertile
Loamy,Tomato,72.58,18.05,128.32,7.42,34.57,0.98,0.87,30.33,87.34,76.75,Good,Phosphorus,Moderately Fertile
Sandy,Potato,53.43,55.17,159.16,7.19,22.7,0.19,0.19,23.69,68.45,70.79,Good,None,Fertile
Alluvial,Jute,60.2,23.75,166.83,6.63,31.63,0.54,0.23,21.29,43.51,75.13,Good,Phosphorus,Moderately Fertile
Silty,Jute,127.46,7.97,32.64,6.8,43.79,1.12,1.14,25.88,86.8,71.56,Good,"Phosphorus, Potassium",Infertile
Black,Sugarcane,77.87,26.14,257.21,7.37,54.46,1.88,1.27,33.21,77.2,91.18,Excellent,None,Fertile
Silty,Rice,72.73,45.43,241.82,6.68,42.39,1.16,1.49,22.12,92.37,92.72,Excellent,None,Fertile
Alluvial,Sugarcane,14.16,53.07,258.31,7.33,25.86,0.76,1.24,25.76,85.63,73.04,Good,Nitrogen,Moderately Fertile
Silty,Jute,106.47,83.89,279.38,6.32,27.48,0.74,0.98,18.65,52.96,85.93,Excellent,None,Fertile
Silty,Jute,86.46,29.12,187.22,6.51,48.86,1.13,0.17,30.81,86.78,89.76,Excellent,None,Fertile
Loamy,Maize,76.25,9.63,87.6,6.36,39.83,0.79,0.29,23.78,60.31,70.67,Good,"Phosphorus, Potassium",Infertile
Silty,Jute,113.1,4.95,156.16,6.63,28.79,0.88,1.03,18.15,78.04,77.83,Good,Phosphorus,Moderately Fertile
Black,Wheat,121.8,79.15,35.89,7.96,50.06,1.89,1.4,27.5,61.23,83.06,Excellent,Potassium,Moderately Fertile
Black,Soybean,68.36,76.12,169.42,8.34,37.06,1.46,0.98,19.09,93.45,88.69,Excellent,None,Fertile
Clayey,Wheat,137.59,5.65,32.39,7.57,61.53,0.76,1.53,19.51,60.67,60.73,Good,"Phosphorus, Potassium",Infertile
Loamy,Soybean,2.61,3.51,270.35,7.06,36.26,0.6,0.59,30.72,82.12,57.64,Moderate,"Nitrogen, Phosphorus",Infertile
Loamy,Potato,104.86,55.47,228.0,6.17,36.43,0.63,0.89,37.73,53.8,83.35,Excellent,None,Fertile
Clayey,Sugarcane,130.14,31.02,148.06,7.2,42.0,1.44,0.6,24.49,92.37,92.83,Excellent,None,Fertile
Alluvial,Jute,55.75,15.95,58.84,6.54,34.81,0.76,1.12,35.39,65.97,67.21,Good,"Phosphorus, Potassium",Infertile
Silty,Rice,101.32,58.82,265.59,7.02,44.85,0.9,1.41,33.76,41.32,87.9,Excellent,None,Fertile
Clayey,Sugarcane,5.53,4.36,30.04,7.94,70.35,1.46,0.97,19.15,86.48,57.68,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile
Loamy,Maize,52.6,29.17,38.1,7.34,46.3,1.05,0.12,24.72,68.26,70.68,Good,Potassium,Moderately Fertile
Black,Sugarcane,66.39,51.03,241.2,7.44,57.52,1.08,0.6,19.59,78.88,86.53,Excellent,None,Fertile
Loamy,Potato,73.62,56.5,209.54,6.2,48.15,0.93,0.64,20.49,72.98,87.44,Excellent,None,Fertile
Black,Soybean,11.71,9.59,87.58,7.42,44.69,1.87,0.62,20.13,85.2,68.83,Good,"Nitrogen, Phosphorus, Potassium",Infertile
Silty,Jute,107.69,72.91,24.76,6.78,44.1,0.81,1.19,18.05,86.75,76.47,Good,Potassium,Moderately Fertile
Alluvial,Jute,91.43,27.41,63.44,7.27,30.27,1.07,0.14,37.07,44.0,77.59,Good,Potassium,Moderately Fertile
Loamy,Potato,87.0,66.32,84.36,6.32,28.14,0.63,0.43,25.33,61.5,78.27,Good,Potassium,Moderately Fertile
Sandy,Tomato,48.89,7.61,22.28,6.36,6.36,0.23,0.14,25.19,77.8,50.3,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile
Alluvial,Cotton,76.45,45.71,211.75,7.22,42.33,1.01,0.53,31.86,94.31,88.14,Excellent,None,Fertile
Loamy,Potato,92.7,36.7,16.99,6.41,28.91,1.0,0.9,35.78,71.31,77.79,Good,Potassium,Moderately Fertile
Loamy,Soybean,73.23,8.21,63.32,6.48,32.76,0.55,0.81,36.55,87.72,64.14,Good,"Phosphorus, Potassium",Infertile
Loamy,Groundnut,7.66,46.67,162.18,6.87,27.85,0.92,1.27,18.69,75.14,76.93,Good,Nitrogen,Moderately Fertile
Alluvial,Jute,63.1,80.17,162.05,6.16,42.29,1.04,0.33,27.35,45.87,87.32,Excellent,None,Fertile
Sandy,Potato,16.78,30.8,32.08,5.94,6.51,0.14,0.07,36.86,73.57,49.95,Moderate,"Nitrogen, Potassium",Infertile
Sandy,Groundnut,40.14,62.34,12.75,6.84,8.41,0.27,0.21,19.5,52.27,59.46,Moderate,"Nitrogen, Potassium",Infertile
Loamy,Maize,132.06,45.13,22.81,7.47,41.18,0.5,1.01,25.25,85.45,67.68,Good,Potassium,Moderately Fertile
Sandy,Groundnut,26.91,83.11,275.26,7.08,23.94,0.21,0.19,31.24,84.93,67.25,Good,Nitrogen,Moderately Fertile
Silty,Jute,62.57,67.26,273.2,6.02,33.58,0.93,0.24,37.66,67.17,84.7,Excellent,None,Fertile
Loamy,Groundnut,80.05,30.34,187.76,7.01,48.44,0.68,0.72,18.5,79.64,81.06,Excellent,None,Fertile
Silty,Tomato,67.05,3.62,266.95,7.3,42.09,1.0,1.12,25.93,46.87,73.88,Good,Phosphorus,Moderately Fertile
Sandy,Tomato,73.44,77.07,208.91,6.25,10.68,0.5,0.39,31.74,89.12,80.49,Excellent,None,Fertile
Loamy,Maize,10.59,36.29,180.56,6.77,43.98,0.9,0.21,24.45,82.73,76.34,Good,Nitrogen,Moderately Fertile
Black,Cotton,52.97,86.31,24.51,7.76,63.51,1.16,0.43,33.78,82.6,72.87,Good,Potassium,Moderately Fertile
Sandy,Potato,117.83,30.27,253.77,5.85,23.42,0.49,0.13,29.48,59.29,76.17,Good,None,Fertile
Clayey,Sugarcane,54.99,76.64,144.45,7.99,45.79,0.6,2.47,23.18,88.33,67.57,Good,None,Fertile
Black,Soybean,7.5,25.06,13.91,8.08,64.05,1.34,1.72,19.86,47.91,59.45,Moderate,"Nitrogen, Potassium",Infertile
Black,Cotton,81.87,62.47,23.67,8.27,37.93,1.0,1.69,31.54,77.55,70.95,Good,Potassium,Moderately Fertile
